,survival,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,family-size
392,0,3,male,0.4901960784313726,2,0,0.14027591431575445,S,Third,man,True,Southampton,no,False,2
394,1,3,female,0.4117647058823529,0,2,0.2955971948357223,S,Third,woman,False,Southampton,yes,False,2
395,0,3,male,0.37254901960784315,0,0,0.137989018652714,S,Third,man,True,Southampton,no,True,0
396,0,3,female,0.5490196078431372,0,0,0.1390227238130976,S,Third,woman,False,Southampton,no,True,0
397,0,2,male,0.8431372549019608,0,0,0.46021120154064554,S,Second,man,True,Southampton,no,True,0
398,0,2,male,0.39215686274509803,0,0,0.18585452369910685,S,Second,man,True,Southampton,no,True,0
399,1,2,female,0.4901960784313726,0,0,0.22391044998035253,S,Second,woman,False,Southampton,yes,True,0
400,1,3,male,0.7058823529411764,0,0,0.14027591431575445,S,Third,man,True,Southampton,yes,True,0
401,0,3,male,0.4509803921568627,0,0,0.14248846816931526,S,Third,man,True,Southampton,no,True,0
402,0,3,female,0.3529411764705882,1,0,0.17390673288987854,S,Third,woman,False,Southampton,no,False,1
403,0,3,male,0.4901960784313726,1,0,0.2805518286315089,S,Third,man,True,Southampton,no,False,1
404,0,3,female,0.3333333333333333,0,0,0.15332998205176313,S,Third,woman,False,Southampton,no,True,0
405,0,2,male,0.6078431372549019,1,0,0.3717090473982137,S,Second,man,True,Southampton,no,False,1
406,0,3,male,0.9411764705882353,0,0,0.13717833892076933,S,Third,man,True,Southampton,no,True,0
407,1,2,male,0.0,1,1,0.33188307803411937,S,Second,child,False,Southampton,yes,False,2
408,0,3,male,0.3529411764705882,0,0,0.1376208496914815,S,Third,man,True,Southampton,no,True,0
411,0,3,male,0.5235121107266435,0,0,0.12139486475100804,Q,Third,man,True,Queenstown,no,True,0
414,1,3,male,0.803921568627451,0,0,0.14027591431575445,S,Third,man,True,Southampton,yes,True,0
415,0,3,female,0.5235121107266435,0,0,0.14248846816931526,S,Third,woman,False,Southampton,no,True,0
416,1,2,female,0.6078431372549019,1,1,0.5752640019258068,S,Second,woman,False,Southampton,yes,False,2
417,1,2,female,0.2941176470588235,0,2,0.23010560077032277,S,Second,woman,False,Southampton,yes,False,2
419,0,3,female,0.13725490196078433,0,2,0.42746540450794573,S,Third,child,False,Southampton,no,False,2
421,0,3,male,0.3529411764705882,0,0,0.13688274172593362,Q,Third,man,True,Queenstown,no,True,0
422,0,3,male,0.5098039215686274,0,0,0.13939089277433014,S,Third,man,True,Southampton,no,True,0
423,0,3,female,0.4901960784313726,1,1,0.25488620393020367,S,Third,woman,False,Southampton,no,False,2
424,0,3,male,0.2941176470588235,1,1,0.35776995812078066,S,Third,man,True,Southampton,no,False,2
426,1,2,female,0.4901960784313726,1,0,0.46021120154064554,S,Second,woman,False,Southampton,yes,False,1
427,1,2,female,0.3137254901960784,0,0,0.46021120154064554,S,Second,woman,False,Southampton,yes,True,0
429,1,3,male,0.5686274509803921,0,0,0.14248846816931526,S,Third,man,True,Southampton,yes,True,0
430,1,1,male,0.4901960784313726,0,0,0.469946438496313,S,First,man,True,Southampton,yes,True,0
432,1,2,female,0.7647058823529411,1,0,0.46021120154064554,S,Second,woman,False,Southampton,yes,False,1
433,0,3,male,0.2745098039215686,0,0,0.12611556965296536,S,Third,man,True,Southampton,no,True,0
434,0,1,male,0.9215686274509803,1,0,0.9894540833123878,S,First,man,True,Southampton,no,False,1
436,0,3,female,0.3529411764705882,2,2,0.6084523097292188,S,Third,woman,False,Southampton,no,False,4
437,1,2,female,0.4117647058823529,2,3,0.33188307803411937,S,Second,woman,False,Southampton,yes,False,5
439,0,2,male,0.5490196078431372,0,0,0.18585452369910685,S,Second,man,True,Southampton,no,True,0
440,1,2,female,0.8235294117647058,1,1,0.4646363092477671,S,Second,woman,False,Southampton,yes,False,2
441,0,3,male,0.3333333333333333,0,0,0.16815409287062047,S,Third,man,True,Southampton,no,True,0
442,0,3,male,0.4313725490196078,1,0,0.1376208496914815,S,Third,man,True,Southampton,no,False,1
443,1,2,female,0.4901960784313726,0,0,0.23010560077032277,S,Second,woman,False,Southampton,yes,True,0
444,1,3,male,0.5235121107266435,0,0,0.14359474509609566,S,Third,man,True,Southampton,yes,True,0
446,1,2,female,0.196078431372549,0,1,0.34515840115548413,S,Second,child,False,Southampton,yes,False,1
447,1,1,male,0.6078431372549019,0,0,0.469946438496313,S,First,man,True,Southampton,yes,True,0
448,1,3,female,0.0392156862745098,2,1,0.34088020702423893,C,Third,child,False,Cherbourg,yes,False,3
449,1,1,male,0.9607843137254901,0,0,0.5398631402688342,S,First,man,True,Southampton,yes,True,0
450,0,2,male,0.6470588235294117,1,2,0.4911869554904967,S,Second,man,True,Southampton,no,False,3
451,0,3,male,0.5235121107266435,1,0,0.3534191922231387,S,Third,man,True,Southampton,no,False,1
452,0,1,male,0.5294117647058824,0,0,0.4911869554904967,C,First,man,True,Cherbourg,no,True,0
455,1,3,male,0.5098039215686274,0,0,0.13975906173556266,C,Third,man,True,Cherbourg,yes,True,0
457,1,1,female,0.5235121107266435,1,0,0.9179885938423741,S,First,woman,False,Southampton,yes,False,1
458,1,2,female,0.9215686274509803,0,0,0.18585452369910685,S,Second,woman,False,Southampton,yes,True,0
460,1,1,male,0.8823529411764706,0,0,0.469946438496313,S,First,man,True,Southampton,yes,True,0
461,0,3,male,0.6078431372549019,0,0,0.14248846816931526,S,Third,man,True,Southampton,no,True,0
462,0,1,male,0.8627450980392156,0,0,0.6814665868967251,S,First,man,True,Southampton,no,True,0
463,0,2,male,0.8823529411764706,0,0,0.23010560077032277,S,Second,man,True,Southampton,no,True,0
465,0,3,male,0.6862745098039216,0,0,0.12478803734082888,S,Third,man,True,Southampton,no,True,0
468,0,3,male,0.5235121107266435,0,0,0.13673582815005716,Q,Third,man,True,Queenstown,no,True,0
471,0,3,male,0.6862745098039216,0,0,0.15332998205176313,S,Third,man,True,Southampton,no,True,0
472,1,2,female,0.5882352941176471,1,2,0.4911869554904967,S,Second,woman,False,Southampton,yes,False,3
473,1,2,female,0.39215686274509803,0,0,0.24411903185723544,C,Second,woman,False,Cherbourg,yes,True,0
474,0,3,female,0.37254901960784315,0,0,0.17412798827523462,S,Third,woman,False,Southampton,no,True,0
475,0,1,male,0.5235121107266435,0,0,0.9204224030812911,S,First,man,True,Southampton,no,True,0
477,0,3,male,0.5098039215686274,1,0,0.12471369553134923,S,Third,man,True,Southampton,no,False,1
478,0,3,male,0.37254901960784315,0,0,0.13312140017488028,S,Third,man,True,Southampton,no,True,0
480,0,3,male,0.1176470588235294,5,2,0.8301502058560105,S,Third,child,False,Southampton,no,False,7
482,0,3,male,0.9215686274509803,0,0,0.14248846816931526,S,Third,man,True,Southampton,no,True,0
489,1,3,male,0.1176470588235294,1,1,0.28143685017293324,S,Third,child,False,Southampton,yes,False,2
491,0,3,male,0.3529411764705882,0,0,0.12832812350652614,S,Third,man,True,Southampton,no,True,0
495,0,3,male,0.5235121107266435,0,0,0.25591813904750443,C,Third,man,True,Cherbourg,no,True,0
497,0,3,male,0.5235121107266435,0,0,0.26727650551014415,S,Third,man,True,Southampton,no,True,0
499,0,3,male,0.4117647058823529,0,0,0.137989018652714,S,Third,man,True,Southampton,no,True,0
501,0,3,female,0.3529411764705882,0,0,0.13717833892076933,Q,Third,woman,False,Queenstown,no,True,0
502,0,3,female,0.5235121107266435,0,0,0.13504012687668818,Q,Third,woman,False,Queenstown,no,True,0
503,0,3,female,0.6666666666666666,0,0,0.16970288056811303,S,Third,woman,False,Southampton,no,True,0
506,1,2,female,0.5882352941176471,0,2,0.46021120154064554,S,Second,woman,False,Southampton,yes,False,2
507,1,1,male,0.5235121107266435,0,0,0.469946438496313,S,First,man,True,Southampton,yes,True,0
508,0,3,male,0.4901960784313726,0,0,0.3987022044116554,S,Third,man,True,Southampton,no,True,0
509,1,3,male,0.4509803921568627,0,0,1.0,S,Third,man,True,Southampton,yes,True,0
510,1,3,male,0.5098039215686274,0,0,0.13717833892076933,Q,Third,man,True,Queenstown,yes,True,0
512,1,1,male,0.6470588235294117,0,0,0.4653000754038354,S,First,man,True,Southampton,yes,True,0
514,0,3,male,0.4117647058823529,0,0,0.1326788894041681,S,Third,man,True,Southampton,no,True,0
515,0,1,male,0.8627450980392156,0,0,0.602182817129769,S,First,man,True,Southampton,no,True,0
516,1,2,female,0.6078431372549019,0,0,0.18585452369910685,S,Second,woman,False,Southampton,yes,True,0
517,0,3,male,0.5235121107266435,0,0,0.42746540450794573,Q,Third,man,True,Queenstown,no,True,0
518,1,2,female,0.6470588235294117,1,0,0.46021120154064554,S,Second,woman,False,Southampton,yes,False,1
519,0,3,male,0.5686274509803921,0,0,0.13975906173556266,S,Third,man,True,Southampton,no,True,0
524,0,3,male,0.5235121107266435,0,0,0.12795995454529363,C,Third,man,True,Cherbourg,no,True,0
525,0,3,male,0.7352941176470588,0,0,0.13717833892076933,Q,Third,man,True,Queenstown,no,True,0
528,0,3,male,0.7058823529411764,0,0,0.14027591431575445,S,Third,man,True,Southampton,no,True,0
529,0,2,male,0.39215686274509803,2,1,0.2035549545275932,S,Second,man,True,Southampton,no,False,3
532,0,3,male,0.2745098039215686,1,1,0.12795995454529363,C,Third,man,True,Cherbourg,no,False,2
533,1,3,female,0.5235121107266435,0,2,0.3957515425925467,C,Third,woman,False,Cherbourg,yes,False,2
534,0,3,female,0.5294117647058824,0,0,0.15332998205176313,S,Third,woman,False,Southampton,no,True,0
535,1,2,female,0.07843137254901962,0,2,0.4646363092477671,S,Second,child,False,Southampton,yes,False,2
536,0,1,male,0.8235294117647058,0,0,0.469946438496313,S,First,man,True,Southampton,no,True,0
538,0,3,male,0.5235121107266435,0,0,0.2566562470130523,S,Third,man,True,Southampton,no,True,0
539,1,1,female,0.37254901960784315,0,2,0.8761713260100751,C,First,woman,False,Cherbourg,yes,False,2
541,0,3,female,0.1176470588235294,4,2,0.5535809741609111,S,Third,child,False,Southampton,no,False,6
542,0,3,female,0.1568627450980392,4,2,0.5535809741609111,S,Third,child,False,Southampton,no,False,6
543,1,2,male,0.5686274509803921,1,0,0.46021120154064554,S,Second,man,True,Southampton,yes,False,1
546,1,2,female,0.3137254901960784,1,0,0.46021120154064554,S,Second,woman,False,Southampton,yes,False,1
547,1,2,male,0.5235121107266435,0,0,0.24537222235989226,C,Second,man,True,Cherbourg,yes,True,0
548,0,3,male,0.5882352941176471,1,1,0.3633013427546826,S,Third,man,True,Southampton,no,False,2
549,1,2,male,0.09803921568627451,1,1,0.6504908329468739,S,Second,child,False,Southampton,yes,False,2
551,0,2,male,0.47058823529411764,0,0,0.46021120154064554,S,Second,man,True,Southampton,no,True,0
552,0,3,male,0.5235121107266435,0,0,0.13858021304238546,Q,Third,man,True,Queenstown,no,True,0
553,1,3,male,0.37254901960784315,0,0,0.12788561273581397,C,Third,man,True,Cherbourg,yes,True,0
554,1,3,female,0.37254901960784315,0,0,0.1376208496914815,S,Third,woman,False,Southampton,yes,True,0
556,1,1,female,0.8823529411764706,1,0,0.7009370608080601,C,First,woman,False,Cherbourg,yes,False,1
559,1,3,female,0.6470588235294117,1,0,0.30798749641566275,S,Third,woman,False,Southampton,yes,False,1
561,0,3,male,0.7254901960784313,0,0,0.13975906173556266,S,Third,man,True,Southampton,no,True,0
562,0,2,male,0.4901960784313726,0,0,0.23895581618456593,S,Second,man,True,Southampton,no,True,0
565,0,3,male,0.4117647058823529,2,0,0.42746540450794573,S,Third,man,True,Southampton,no,False,2
566,0,3,male,0.3137254901960784,0,0,0.13975906173556266,S,Third,man,True,Southampton,no,True,0
567,0,3,female,0.5098039215686274,0,4,0.37303657971035015,S,Third,woman,False,Southampton,no,False,4
569,1,3,male,0.5686274509803921,0,0,0.1390227238130976,S,Third,man,True,Southampton,yes,True,0
571,1,1,female,0.9803921568627452,2,0,0.9112040187058154,S,First,woman,False,Southampton,yes,False,2
572,1,1,male,0.6470588235294117,0,0,0.46707011848668395,S,First,man,True,Southampton,yes,True,0
574,0,3,male,0.2549019607843137,0,0,0.14248846816931526,S,Third,man,True,Southampton,no,True,0
575,0,3,male,0.3137254901960784,0,0,0.2566562470130523,S,Third,man,True,Southampton,no,True,0
576,1,2,female,0.6078431372549019,0,0,0.23010560077032277,S,Second,woman,False,Southampton,yes,True,0
577,1,1,female,0.7058823529411764,1,0,0.9894540833123878,S,First,woman,False,Southampton,yes,False,1
578,0,3,female,0.5235121107266435,1,0,0.25591813904750443,C,Third,woman,False,Cherbourg,no,False,1
579,1,3,male,0.5686274509803921,0,0,0.14027591431575445,S,Third,man,True,Southampton,yes,True,0
580,1,2,female,0.4313725490196078,1,1,0.531012924854591,S,Second,woman,False,Southampton,yes,False,2
582,0,2,male,1.0,0,0,0.46021120154064554,S,Second,man,True,Southampton,no,True,0
583,0,1,male,0.6470588235294117,0,0,0.7102297869930154,C,First,man,True,Cherbourg,no,True,0
584,0,3,male,0.5235121107266435,0,0,0.15421500359318746,C,Third,man,True,Cherbourg,no,True,0
586,0,2,male,0.8627450980392156,0,0,0.2655064624272955,S,Second,man,True,Southampton,no,True,0
590,0,3,male,0.6274509803921569,0,0,0.12611556965296536,S,Third,man,True,Southampton,no,True,0
592,0,3,male,0.8627450980392156,0,0,0.12832812350652614,S,Third,man,True,Southampton,no,True,0
593,0,3,female,0.5235121107266435,0,2,0.13717833892076933,Q,Third,woman,False,Queenstown,no,False,2
594,0,2,male,0.6666666666666666,1,0,0.46021120154064554,S,Second,man,True,Southampton,no,False,1
595,0,3,male,0.6470588235294117,1,1,0.42746540450794573,S,Third,man,True,Southampton,no,False,2
596,1,2,female,0.5235121107266435,0,0,0.5841142173400501,S,Second,woman,False,Southampton,yes,True,0
597,0,3,male,0.9019607843137255,0,0,0.0,S,Third,man,True,Southampton,no,True,0
600,1,2,female,0.4117647058823529,2,1,0.47791163236913187,S,Second,woman,False,Southampton,yes,False,3
602,0,1,male,0.5235121107266435,0,0,0.7504982671278219,S,First,man,True,Southampton,no,True,0
603,0,3,male,0.803921568627451,0,0,0.14248846816931526,S,Third,man,True,Southampton,no,True,0
604,1,1,male,0.6274509803921569,0,0,0.469946438496313,C,First,man,True,Cherbourg,yes,True,0
605,0,3,male,0.6470588235294117,1,0,0.275241699382963,S,Third,man,True,Southampton,no,False,1
606,0,3,male,0.5294117647058824,0,0,0.13975906173556266,S,Third,man,True,Southampton,no,True,0
607,1,1,male,0.47058823529411764,0,0,0.5398631402688342,S,First,man,True,Southampton,yes,True,0
608,1,2,female,0.37254901960784315,1,2,0.7359697535038003,C,Second,woman,False,Cherbourg,yes,False,3
610,0,3,female,0.7058823529411764,1,5,0.5535809741609111,S,Third,woman,False,Southampton,no,False,6
611,0,3,male,0.5235121107266435,0,0,0.12478803734082888,S,Third,man,True,Southampton,no,True,0
616,0,3,male,0.6078431372549019,1,1,0.25488620393020367,S,Third,man,True,Southampton,no,False,2
617,0,3,female,0.4509803921568627,1,0,0.2849769363386305,S,Third,woman,False,Southampton,no,False,1
618,1,2,female,0.0196078431372549,2,1,0.6903168023109683,S,Second,child,False,Southampton,yes,False,3
619,0,2,male,0.4509803921568627,0,0,0.18585452369910685,S,Second,man,True,Southampton,no,True,0
620,0,3,male,0.47058823529411764,1,0,0.25584556728110763,C,Third,man,True,Cherbourg,no,False,1
621,1,1,male,0.7647058823529411,1,0,0.9302319818464382,S,First,man,True,Southampton,yes,False,1
622,1,3,male,0.3333333333333333,1,1,0.2786348719727838,C,Third,man,True,Cherbourg,yes,False,2
623,0,3,male,0.3529411764705882,0,0,0.1390227238130976,S,Third,man,True,Southampton,no,True,0
624,0,3,male,0.3529411764705882,0,0,0.2849769363386305,S,Third,man,True,Southampton,no,True,0
628,0,3,male,0.4509803921568627,0,0,0.13975906173556266,S,Third,man,True,Southampton,no,True,0
629,0,3,male,0.5235121107266435,0,0,0.13688274172593362,Q,Third,man,True,Queenstown,no,True,0
631,0,3,male,0.9411764705882353,0,0,0.12486237915030853,S,Third,man,True,Southampton,no,True,0
632,1,1,male,0.5686274509803921,0,0,0.5398631402688342,C,First,man,True,Cherbourg,yes,True,0
633,0,1,male,0.5235121107266435,0,0,0.0,S,First,man,True,Southampton,no,True,0
634,0,3,female,0.1176470588235294,3,2,0.4938420201147696,S,Third,child,False,Southampton,no,False,5
637,0,2,male,0.5490196078431372,1,1,0.4646363092477671,S,Second,man,True,Southampton,no,False,2
638,0,3,female,0.7450980392156863,0,5,0.7024858485055526,S,Third,woman,False,Southampton,no,False,5
639,0,3,male,0.5235121107266435,1,0,0.2849769363386305,S,Third,man,True,Southampton,no,False,1
643,1,3,male,0.5235121107266435,0,0,1.0,S,Third,man,True,Southampton,yes,True,0
648,0,3,male,0.5235121107266435,0,0,0.13363825275507207,S,Third,man,True,Southampton,no,True,0
649,1,3,female,0.39215686274509803,0,0,0.13363825275507207,S,Third,woman,False,Southampton,yes,True,0
651,1,2,female,0.2941176470588235,0,1,0.4071099090551864,S,Second,woman,False,Southampton,yes,False,1
652,0,3,male,0.3529411764705882,0,0,0.14927304330587404,S,Third,man,True,Southampton,no,True,0
653,1,3,female,0.5235121107266435,0,0,0.13858021304238546,Q,Third,woman,False,Queenstown,yes,True,0
654,0,3,female,0.2941176470588235,0,0,0.11947790809228297,Q,Third,woman,False,Queenstown,no,True,0
657,0,3,female,0.5686274509803921,1,1,0.27435667784153867,Q,Third,woman,False,Queenstown,no,False,2
658,0,2,male,0.39215686274509803,0,0,0.23010560077032277,S,Second,man,True,Southampton,no,True,0
661,0,3,male,0.7254901960784313,0,0,0.12788561273581397,C,Third,man,True,Cherbourg,no,True,0
662,0,1,male,0.8627450980392156,0,0,0.45290977382389486,S,First,man,True,Southampton,no,True,0
663,0,3,male,0.6470588235294117,0,0,0.1326788894041681,S,Third,man,True,Southampton,no,True,0
664,1,3,male,0.3333333333333333,1,0,0.14027591431575445,S,Third,man,True,Southampton,yes,False,1
667,0,3,male,0.5235121107266435,0,0,0.1376208496914815,S,Third,man,True,Southampton,no,True,0
668,0,3,male,0.7843137254901961,0,0,0.14248846816931526,S,Third,man,True,Southampton,no,True,0
669,1,1,female,0.5235121107266435,1,0,0.9204224030812911,S,First,woman,False,Southampton,yes,False,1
670,1,2,female,0.7254901960784313,1,1,0.6903168023109683,S,Second,woman,False,Southampton,yes,False,2
671,0,1,male,0.5490196078431372,1,0,0.9204224030812911,S,First,man,True,Southampton,no,False,1
673,1,2,male,0.5490196078431372,0,0,0.23010560077032277,S,Second,man,True,Southampton,yes,True,0
675,0,3,male,0.2941176470588235,0,0,0.1376208496914815,S,Third,man,True,Southampton,no,True,0
676,0,3,male,0.4215686274509804,0,0,0.14248846816931526,S,Third,man,True,Southampton,no,True,0
677,1,3,female,0.2941176470588235,0,0,0.17420233008471425,S,Third,woman,False,Southampton,yes,True,0
678,0,3,female,0.7843137254901961,1,6,0.8301502058560105,S,Third,woman,False,Southampton,no,False,7
680,0,3,female,0.5235121107266435,0,0,0.1440372558668078,Q,Third,woman,False,Queenstown,no,True,0
682,0,3,male,0.3333333333333333,0,0,0.1632864743927867,S,Third,man,True,Southampton,no,True,0
683,0,3,male,0.21568627450980393,5,2,0.8301502058560105,S,Third,child,False,Southampton,no,False,7
685,0,2,male,0.4313725490196078,1,2,0.7359697535038003,C,Second,man,True,Cherbourg,no,False,3
686,0,3,male,0.21568627450980393,4,1,0.7024858485055526,S,Third,child,False,Southampton,no,False,5
687,0,3,male,0.3137254901960784,0,0,0.18002754187036912,S,Third,man,True,Southampton,no,True,0
688,0,3,male,0.2941176470588235,0,0,0.137989018652714,S,Third,man,True,Southampton,no,True,0
691,1,3,female,0.0196078431372549,0,1,0.23748137029655303,C,Third,child,False,Cherbourg,yes,False,1
693,0,3,male,0.4313725490196078,0,0,0.12788561273581397,C,Third,man,True,Cherbourg,no,True,0
695,0,2,male,0.9607843137254901,0,0,0.23895581618456593,S,Second,man,True,Southampton,no,True,0
697,1,3,female,0.5235121107266435,0,0,0.13688274172593362,Q,Third,woman,False,Queenstown,yes,True,0
699,0,3,male,0.7647058823529411,0,0,0.13540829583792072,S,Third,man,True,Southampton,no,True,0
701,1,1,male,0.6274509803921569,0,0,0.4653000754038354,S,First,man,True,Southampton,yes,True,0
702,0,3,female,0.2941176470588235,0,1,0.25584556728110763,C,Third,woman,False,Cherbourg,no,False,1
703,0,3,male,0.4313725490196078,0,0,0.1370314253448929,Q,Third,man,True,Queenstown,no,True,0
704,0,3,male,0.4509803921568627,1,0,0.1390227238130976,S,Third,man,True,Southampton,no,False,1
705,0,2,male,0.7058823529411764,0,0,0.46021120154064554,S,Second,man,True,Southampton,no,True,0
706,1,2,female,0.8235294117647058,0,0,0.23895581618456593,S,Second,woman,False,Southampton,yes,True,0
707,1,1,male,0.7647058823529411,0,0,0.4653000754038354,S,First,man,True,Southampton,yes,True,0
710,1,1,female,0.4117647058823529,0,0,0.8762456678195547,C,First,woman,False,Cherbourg,yes,True,0
711,0,1,male,0.5235121107266435,0,0,0.469946438496313,S,First,man,True,Southampton,no,True,0
712,1,1,male,0.8823529411764706,1,0,0.9204224030812911,S,First,man,True,Southampton,yes,False,1
713,0,3,male,0.5098039215686274,0,0,0.16785849567578476,S,Third,man,True,Southampton,no,True,0
714,0,2,male,0.9607843137254901,0,0,0.23010560077032277,S,Second,man,True,Southampton,no,True,0
715,0,3,male,0.3137254901960784,0,0,0.13540829583792072,S,Third,man,True,Southampton,no,True,0
717,1,2,female,0.47058823529411764,0,0,0.18585452369910685,S,Second,woman,False,Southampton,yes,True,0
718,0,3,male,0.5235121107266435,0,0,0.27435667784153867,Q,Third,man,True,Queenstown,no,True,0
719,0,3,male,0.5882352941176471,0,0,0.1376208496914815,S,Third,man,True,Southampton,no,True,0
720,1,2,female,0.058823529411764705,0,1,0.5841142173400501,S,Second,child,False,Southampton,yes,False,1
721,0,3,male,0.2745098039215686,1,0,0.12486237915030853,S,Third,man,True,Southampton,no,False,1
722,0,2,male,0.6078431372549019,0,0,0.23010560077032277,S,Second,man,True,Southampton,no,True,0
723,0,2,male,0.9215686274509803,0,0,0.23010560077032277,S,Second,man,True,Southampton,no,True,0
724,1,1,male,0.47058823529411764,1,0,0.939892876992626,S,First,man,True,Southampton,yes,False,1
725,0,3,male,0.3333333333333333,0,0,0.15332998205176313,S,Third,man,True,Southampton,no,True,0
726,1,2,female,0.5294117647058824,3,0,0.3717090473982137,S,Second,woman,False,Southampton,yes,False,3
727,1,3,female,0.5235121107266435,0,0,0.13695708353541325,Q,Third,woman,False,Queenstown,yes,True,0
728,0,2,male,0.4313725490196078,1,0,0.46021120154064554,S,Second,man,True,Southampton,no,False,1
729,0,3,female,0.4313725490196078,1,0,0.14027591431575445,S,Third,woman,False,Southampton,no,False,1
731,0,3,male,0.1568627450980392,0,0,0.33254684419018765,C,Third,child,False,Cherbourg,no,True,0
735,0,3,male,0.5,0,0,0.2849769363386305,S,Third,man,True,Southampton,no,True,0
736,0,3,female,0.8823529411764706,1,3,0.6084523097292188,S,Third,woman,False,Southampton,no,False,4
740,1,1,male,0.5235121107266435,0,0,0.531012924854591,S,First,man,True,Southampton,yes,True,0
743,0,3,male,0.4117647058823529,1,0,0.2849769363386305,S,Third,man,True,Southampton,no,False,1
744,1,3,male,0.5490196078431372,0,0,0.14027591431575445,S,Third,man,True,Southampton,yes,True,0
746,0,3,male,0.2549019607843137,1,1,0.3584337242768489,S,Third,man,True,Southampton,no,False,2
747,1,2,female,0.5294117647058824,0,0,0.23010560077032277,S,Second,woman,False,Southampton,yes,True,0
748,0,1,male,0.3137254901960784,1,0,0.939892876992626,S,First,man,True,Southampton,no,False,1
749,0,3,male,0.5490196078431372,0,0,0.13717833892076933,Q,Third,man,True,Queenstown,no,True,0
750,1,2,female,0.0196078431372549,1,1,0.4071099090551864,S,Second,child,False,Southampton,yes,False,2
751,1,3,male,0.058823529411764705,0,1,0.2208128745853674,S,Third,child,False,Southampton,yes,False,1
752,0,3,male,0.5882352941176471,0,0,0.16815409287062047,S,Third,man,True,Southampton,no,True,0
753,0,3,male,0.39215686274509803,0,0,0.13975906173556266,S,Third,man,True,Southampton,no,True,0
756,0,3,male,0.4901960784313726,0,0,0.137989018652714,S,Third,man,True,Southampton,no,True,0
761,0,3,male,0.7450980392156863,0,0,0.12611556965296536,S,Third,man,True,Southampton,no,True,0
762,1,3,male,0.3333333333333333,0,0,0.12795995454529363,C,Third,man,True,Cherbourg,yes,True,0
764,0,3,male,0.2549019607843137,0,0,0.1376208496914815,S,Third,man,True,Southampton,no,True,0
766,0,1,male,0.5235121107266435,0,0,0.7009370608080601,C,First,man,True,Cherbourg,no,True,0
767,0,3,female,0.5392156862745098,0,0,0.13717833892076933,Q,Third,woman,False,Queenstown,no,True,0
768,0,3,male,0.5235121107266435,1,0,0.42746540450794573,Q,Third,man,True,Queenstown,no,False,1
769,0,3,male,0.5686274509803921,0,0,0.14801985280321725,S,Third,man,True,Southampton,no,True,0
770,0,3,male,0.4117647058823529,0,0,0.16815409287062047,S,Third,man,True,Southampton,no,True,0
771,0,3,male,0.8823529411764706,0,0,0.1390227238130976,S,Third,man,True,Southampton,no,True,0
774,1,2,female,1.0,1,3,0.4071099090551864,S,Second,woman,False,Southampton,yes,False,4
775,0,3,male,0.2941176470588235,0,0,0.13717833892076933,S,Third,man,True,Southampton,no,True,0
777,1,3,female,0.0392156862745098,0,0,0.2208128745853674,S,Third,child,False,Southampton,yes,True,0
778,0,3,male,0.5235121107266435,0,0,0.13695708353541325,Q,Third,man,True,Queenstown,no,True,0
780,1,3,female,0.196078431372549,0,0,0.12795995454529363,C,Third,child,False,Cherbourg,yes,True,0
782,0,1,male,0.5098039215686274,0,0,0.531012924854591,S,First,man,True,Southampton,no,True,0
783,0,3,male,0.5235121107266435,1,2,0.41507510292800526,S,Third,man,True,Southampton,no,False,3
784,0,3,male,0.4313725490196078,0,0,0.12478803734082888,S,Third,man,True,Southampton,no,True,0
785,0,3,male,0.4313725490196078,0,0,0.12832812350652614,S,Third,man,True,Southampton,no,True,0
786,1,3,female,0.2941176470588235,0,0,0.1326788894041681,S,Third,woman,False,Southampton,yes,True,0
787,0,3,male,0.09803921568627451,4,1,0.5155250478796654,Q,Third,child,False,Queenstown,no,False,5
791,0,2,male,0.2549019607843137,0,0,0.46021120154064554,S,Second,man,True,Southampton,no,True,0
793,0,1,male,0.5235121107266435,0,0,0.5433288846250518,C,First,man,True,Cherbourg,no,True,0
794,0,3,male,0.4313725490196078,0,0,0.13975906173556266,S,Third,man,True,Southampton,no,True,0
795,0,2,male,0.7058823529411764,0,0,0.23010560077032277,S,Second,man,True,Southampton,no,True,0
796,1,1,female,0.9019607843137255,0,0,0.4589580110379887,S,First,woman,False,Southampton,yes,True,0
797,1,3,female,0.5490196078431372,0,0,0.15369815101299564,S,Third,woman,False,Southampton,yes,True,0
798,0,3,male,0.5294117647058824,0,0,0.12795995454529363,C,Third,man,True,Cherbourg,no,True,0
799,0,3,female,0.5294117647058824,1,1,0.42746540450794573,S,Third,woman,False,Southampton,no,False,2
801,1,2,female,0.5490196078431372,1,1,0.4646363092477671,S,Second,woman,False,Southampton,yes,False,2
804,1,3,male,0.47058823529411764,0,0,0.1234605050286924,S,Third,man,True,Southampton,yes,True,0
805,0,3,male,0.5490196078431372,0,0,0.1376208496914815,S,Third,man,True,Southampton,no,True,0
806,0,1,male,0.7058823529411764,0,0,0.0,S,First,man,True,Southampton,no,True,0
807,0,3,female,0.2941176470588235,0,0,0.1376208496914815,S,Third,woman,False,Southampton,no,True,0
809,1,1,female,0.5882352941176471,1,0,0.939892876992626,S,First,woman,False,Southampton,yes,False,1
810,0,3,male,0.4509803921568627,0,0,0.13961214815968623,S,Third,man,True,Southampton,no,True,0
